province;red;green;blue;x;x
8576;119;108;63;Taitoko;x
8577;41;154;168;Tararua;x
8578;209;38;50;Paraparaumu;x
8579;228;118;23;Whakaoriori;x
8580;252;97;132;Wharekaka;x
8581;184;124;147;Rekohu;x
8582;133;42;173;Kahurangi;x
8583;25;227;138;Waiharakeke;x
8584;4;74;20;Kawatiri;x
8585;255;0;25;Mawhera;x
8586;217;138;65;Hokitika;x
8587;236;32;80;Kaikoura;x
8588;31;71;45;Hurunui;x
8589;19;150;206;Rangiora;x
8590;224;68;184;Waikirikiri;x
8591;58;108;66;Hakatere;x
8592;157;56;64;Te Tihi Maru;x
8593;189;176;250;Tekapo;x
8594;98;185;138;Waimate;x
8595;163;60;42;Oamaru;x
8596;152;81;245;Tahuna;x
8597;77;177;119;Manuherikia;x
8598;169;230;191;Iwikatea;x
8599;57;114;81;Waihopai;x
8600;154;10;87;Maruawai;x
8601;168;104;57;Rakiura;x
8602;181;98;183;Auckland Islands;x
8603;65;160;146;Tecate;x
8604;136;27;112;Kiliwa;x
8605;198;191;225;Xazl Iimt;x
8606;190;92;38;Comondú;x
8607;59;53;9;Monqui;x
8608;150;197;219;Añiñi;x
8609;22;102;172;Guadalupe Island;x
8610;86;248;22;Son Oidag;x
8611;240;62;32;Ge'e Suidagi;x
8612;233;53;247;Wawuk;x
8613;244;5;222;Pitiquito;x
8614;29;24;85;Tahejöc;x
8615;65;114;82;Trincheras;x
8616;189;213;140;Atil;x
8617;247;112;255;Tubutama;x
8618;144;30;184;Sa'alk;x
8619;134;191;58;Imuris;x
8620;65;212;190;Santa Ana;x
8621;139;251;28;Opodepe;x
8622;242;82;57;Carbó;x
8623;198;183;225;Rayón;x
8624;147;37;7;Ures;x
8625;14;201;94;Cananea;x
8626;181;219;245;Arizpe;x
8627;201;123;74;Banamitzi;x
8628;146;0;23;Baviácora;x
8629;221;185;122;Fronteras;x
8630;167;192;12;Cumpas;x
8631;179;242;185;Villa Hidalgo;x
8632;86;215;19;Moctezuma;x
8633;205;184;224;Divisaderos;x
8634;42;241;212;San Pedro;x
8635;180;54;66;Soyopa;x
8636;75;227;157;Bachicuy;x
8637;88;42;177;Bavispe;x
8638;216;105;186;Huachinera;x
8639;132;195;63;Nácori Chico;x
8640;239;87;131;Arivechi;x
8641;25;203;46;Yécora;x
8642;13;69;28;Villa Pesqueira;x
8643;235;221;17;La Colorada;x
8644;220;209;189;Suaqui Grande;x
8645;101;12;118;San Ignacio;x
8646;4;85;1;Kahe'eme;x
8647;242;251;65;Rosario de Tesopaco;x
8648;101;250;165;Navojoa;x
8649;181;103;78;Álamos;x
8650;222;12;232;Huatabampo;x
8651;237;134;78;Choix;x
8652;70;145;66;El Fuerte;x
8653;108;159;8;Mochim;x
8654;168;205;119;Ahomes;x
8655;39;207;165;Guasave;x
8656;69;242;23;Badiraguato;x
8657;164;233;195;Mocorito;x
8658;143;156;177;Guamúchil;x
8659;157;10;50;Angostura;x
8660;176;219;251;Navolato;x
8661;66;146;22;Cosalá;x
8662;240;184;60;La Cruz;x
8663;194;243;162;San Ignacio;x
8664;170;0;113;Concordia;x
8665;212;161;134;El Rosario;x
8666;140;136;193;Escuinapa de Hidalgo;x
8667;201;158;76;Tamazula;x
8668;144;69;182;Topia;x
8669;33;110;44;Otáez;x
8670;242;24;194;Tepehuanes;x
8671;216;179;245;Guanaceví;x
8672;124;160;210;San Bernardo;x
8673;77;111;127;El Oro;x
8674;98;237;81;Villa Hidalgo;x
8675;100;53;100;Rodeo;x
8676;63;122;92;Nazas;x
8677;239;114;35;Lerdo;x
8678;14;139;48;Mapimí;x
8679;235;84;183;Tlahualilo;x
8680;206;234;232;Tayoltita;x
8681;162;78;143;Nuevo Ideal;x
8682;198;57;224;Canatlán;x
8683;88;162;0;El Salto;x
8684;94;24;66;Mezquital;x
8685;118;244;48;Súchil;x
8686;124;198;205;Villa Unión;x
8687;153;59;46;Pánuco;x
8688;139;129;76;Peñón Blanco;x
8689;125;156;137;Cuencamé;x
8690;105;79;130;General Simón;x
8691;56;191;27;Guadalupe y Calvo;x
8692;111;155;58;Batopilas;x
8693;214;67;58;Urike;x
8694;44;163;146;Guazapares;x
8695;53;148;80;Uruachi;x
8696;164;208;162;Ocampo;x
8697;55;122;89;Bocoyna;x
8698;108;92;189;Guerrero;x
8699;124;106;236;Temósachic;x
8700;203;77;65;Balleza;x
8701;194;249;8;Huejotitán;x
8702;192;35;208;Parral;x
8703;0;180;84;López;x
8704;159;197;152;Coronado;x
8705;139;249;40;Jiménez;x
8706;201;36;14;Nonoava;x
8707;44;74;52;San Francisco;x
8708;81;107;151;Satevó;x
8709;36;229;139;Valle de Zaragoza;x
8710;240;61;54;Rosales;x
8711;143;99;43;Saucillo;x
8712;131;129;107;Julimes;x
8713;36;185;48;Camargo;x
8714;130;190;32;Cusihuiriachi;x
8715;129;156;88;Santa Isabel;x
8716;219;31;85;Cuauhtémoc;x
8717;167;137;137;Riva Palacio;x
8718;233;128;24;Namiquipa;x
8719;163;88;38;Aldama;x
8720;118;176;231;Coyame del Sotol;x
8721;109;213;208;Ojinaga;x
8722;69;19;68;Manuel Benavides;x
8723;229;200;2;Madera;x
8724;20;157;102;Janos;x
8725;232;112;170;Galeana;x
8726;226;32;69;Ascensión;x
8727;209;197;101;Gómez Farías;x
8728;174;25;126;Buenaventura;x
8729;97;146;227;Ahumada;x
8730;187;91;199;Guadalupe;x
8731;97;147;166;Viesca;x
8732;211;194;78;Matamoros;x
8733;123;0;222;Francisco I Madero;x
8734;7;240;85;San Pedro;x
8735;195;209;167;Parras;x
8736;207;40;150;General Cepeda;x
8737;202;225;40;Ramos Arizpe;x
8738;155;65;18;Arteaga;x
8739;71;11;77;Sierra Mojada;x
8740;176;42;248;Cuatro Ciénegas;x
8741;28;123;97;Lamadrid;x
8742;204;3;116;San Buenaventura;x
8743;130;236;36;Castaños;x
8744;6;135;144;Candela;x
8745;180;47;96;Escobedo;x
8746;182;76;172;Progreso;x
8747;174;45;229;Múzquiz;x
8748;184;235;250;San Juan de Sabinas;x
8749;152;83;26;Juárez;x
8750;213;17;28;Guerrero;x
8751;197;205;101;Villa Unión;x
8752;195;127;247;Nava;x
8753;23;170;142;Jiménez;x
8754;244;214;151;Zaragoza;x
8755;200;29;166;Anáhuac;x
8756;213;28;39;Lampazos;x
8757;206;72;6;Bustamante;x
8758;249;151;210;Sabinas Hidalgo;x
8759;124;111;227;Vallecillo;x
8760;141;32;71;Salinas Victoria;x
8761;121;152;221;Agualeguas;x
8762;59;242;162;García;x
8763;207;131;135;Abasolo;x
8764;151;207;138;General Zuazua;x
8765;222;134;174;Marín;x
8766;95;21;245;Cerralvo;x
8767;60;82;150;Los Herreras;x
8768;190;20;168;Los Aldamas;x
8769;125;133;51;Santiago;x
8770;56;148;217;Juárez;x
8771;36;157;63;Doctor González;x
8772;51;211;168;General Bravo;x
8773;241;22;219;General Terán;x
8774;22;76;31;Montemorelos;x
8775;118;30;83;Hualahuises;x
8776;163;92;28;Galeana;x
8777;153;139;78;Doctor Arroyo;x
8778;121;50;134;Aramberri;x
8779;150;132;150;Nuevo Laredo;x
8780;202;117;131;Miguel Alemán;x
8781;166;234;255;Camargo;x
8782;108;124;51;Río Bravo;x
8783;88;85;226;Matamoros;x
8784;5;61;70;Méndez;x
8785;229;138;81;San Fernando;x
8786;175;188;225;Burgos;x
8787;202;10;111;Cruillas;x
8788;249;200;245;Villagran;x
8789;126;24;36;San Nicolás;x
8790;255;54;216;Abasolo;x
8791;85;251;26;Hidalgo;x
8792;192;4;158;Padilla;x
8793;104;197;191;Bustamante;x
8794;87;94;216;Jaumave;x
8795;235;207;97;Casas;x
8796;89;183;113;Soto la Marina;x
8797;140;193;205;Tula;x
8798;150;226;84;Ocampo;x
8799;199;78;5;Xicoténcatl;x
8800;173;63;164;Antiguo Morelo;x
8801;49;177;178;Gonzále;x
8802;109;86;72;Aldama;x
8803;68;113;201;Tampico;x
8804;2;255;72;Concepción del Oro;x
8805;233;140;230;Mazapil;x
8806;164;245;62;Juan Aldama;x
8807;194;33;136;Villa de Cos;x
8808;76;249;5;Miguel Auza;x
8809;43;32;61;Río Grande;x
8810;42;230;0;Saín Alto;x
8811;188;35;200;Sombrerete;x
8812;95;212;134;Chalchihuites;x
8813;178;126;31;Calera;x
8814;100;254;35;Pánuco;x
8815;113;203;80;Trancoso;x
8816;157;242;144;Genaro Codina;x
8817;185;227;105;Ojocaliente;x
8818;155;30;19;Noria de Ángeles;x
8819;114;242;27;Villa Garcia;x
8820;194;136;2;Pinos;x
8821;91;99;89;Monte Escobedo;x
8822;101;114;240;Jerez;x
8823;130;104;67;Tepetongo;x
8824;206;225;239;Villanueva;x
8825;179;82;54;Tabasco;x
8826;123;178;162;Atolinga;x
8827;70;254;73;Tepechitlán;x
8828;197;189;242;Benito Juárez;x
8829;107;17;92;Mezquital del Oro;x
8830;76;59;237;Apozol;x
8831;151;130;72;Jalpa;x
8832;212;109;209;Apulco;x
8833;91;123;3;Vanegas;x
8834;172;150;240;Cedral;x
8835;14;132;70;Catorce;x
8836;105;205;49;Matehuala;x
8837;229;121;163;Santo Domingo;x
8838;178;30;41;Charcas;x
8839;54;191;58;Villa de Guadalupe;x
8840;76;230;6;Salinas;x
8841;186;180;45;Moctezuma;x
8842;64;4;130;Ahualulco;x
8843;76;169;80;Villa de Arriaga;x
8844;87;210;139;Villa de Reyes;x
8845;48;31;188;Villa de Hidalgo;x
8846;252;115;13;San Nicolás Tolentino;x
8847;228;6;3;Zaragoza;x
8848;228;206;24;Tierra Nueva;x
8849;212;205;139;Guadalcázar;x
8850;223;150;3;Cerritos;x
8851;58;103;184;San Ciro de Acosta;x
8852;85;53;192;El Naranjo;x
8853;147;219;51;Cardenas;x
8854;9;220;105;Rayón;x
8855;167;244;192;Lagunillas;x
8856;186;188;42;Tamasopo;x
8857;217;224;93;Santa Catarina;x
8858;140;37;166;Tamuín;x
8859;82;34;85;Aquismón;x
8860;4;132;41;Xilitla;x
8861;12;108;124;Tanlajás;x
8862;225;201;104;Matlapa;x
8863;211;205;22;Huaxiimi;x
8864;101;58;39;Acatlpoletltlan;x
8865;115;155;183;Tecuallan;x
8866;25;74;20;Rosamorada;x
8867;253;117;185;El Nayar;x
8868;207;193;141;San Blas;x
8869;245;231;111;Compostela;x
8870;195;244;85;Bahía de Banderas;x
8871;19;224;141;Ximochoque;x
8872;149;153;91;Santa María del Oro;x
8873;178;76;246;Ahuacatlán;x
8874;191;10;27;Xali;x
8875;132;243;16;La Yesca;x
8876;238;17;226;Casimiro Castillo;x
8877;60;239;239;Tecalitlán;x
8878;185;96;97;Chiquilizintli;x
8879;168;128;111;Amatítlan;x
8880;144;231;229;Ayotlán;x
8881;122;137;248;San Julián;x
8882;134;120;244;Ojuelos de Jalisco;x
8883;151;195;68;Calvillo;x
8884;162;193;171;Jesús María;x
8885;219;8;173;Cosío;x
8886;0;152;185;Asientos;x
8887;209;227;216;El Llano;x
8888;208;253;49;Manzanillo;x
8889;13;200;236;Comala;x
8890;200;220;6;Tlatoani;x
8891;71;92;223;Coquimatlán;x
8892;174;205;231;Tecomán;x
8893;143;127;60;Penlamu;x
8894;246;196;37;Cuitzeo;x
8895;101;24;126;Manuel Doblado;x
8896;142;126;229;Purísima del Rincón;x
8897;216;101;189;Romita;x
8898;193;244;31;Yuririhapundaro;x
8899;69;255;136;Valle de Santiago;x
8900;74;254;80;Irapuato;x
8901;63;110;48;Xidoo;x
8902;108;60;15;Salvatierra;x
8903;196;214;135;Tarimoro;x
8904;153;219;37;Akambarhu;x
8905;195;44;78;Jerécuaro;x
8906;101;0;140;Apatzeo;x
8907;162;241;22;Cortazar;x
8908;87;148;45;Comonfort;x
8909;73;219;129;León;x
8910;216;178;171;San Felipe;x
8911;152;214;163;San Diego de la Unión;x
8912;211;129;124;Dolores Hidalgo;x
8913;192;211;116;Chichimeca;x
8914;209;94;182;San Luis de la Paz;x
8915;175;209;173;Doctor Mora;x
8916;209;90;77;Victoria;x
8917;163;146;209;Xichú;x
8918;255;143;84;Amealco de Bonfil;x
8919;140;174;147;Pedro Escobedo;x
8920;182;85;85;Huimilpan;x
8921;147;124;163;El Marqués;x
8922;198;136;113;Nt'e;x
8923;163;66;151;Ntolimä;x
8924;194;128;128;San Joaquín;x
8925;58;170;82;Pinal de Amoles;x
8926;170;47;96;Arroyo Seco;x
8927;85;168;132;Landa de Matamoros;x
8928;128;140;190;Tepeji;x
8929;205;178;66;Mämeni;x
8930;151;97;155;Nts'utk'ani;x
8931;109;113;83;Maboza;x
8932;209;174;143;Nzi'batha;x
8933;221;101;116;Molango;x
8934;209;113;124;Zacualtipan;x
8935;167;51;74;Huejutla;x
8936;213;205;51;Ma'nuts'i;x
8937;39;174;97;Padehe;x
8938;124;62;128;Tizayuca;x
8939;225;116;62;Apan;x
8940;47;85;147;Nguhmu;x
8941;198;174;89;Churumekua;x
8942;178;116;205;Tuzantla;x
8943;217;55;113;Quiroga;x
8944;216;151;109;Zacapu;x
8945;245;15;178;Tejupilco;x
8946;186;178;109;Ixtapan;x
8947;82;70;167;Temascaltepec;x
8948;225;132;128;Lerma;x
8949;128;174;174;Atlacomulli;x
8950;209;82;55;Naucalpan;x
8951;66;167;101;Cuautitlán Izcalli;x
8952;167;97;163;Zumpango;x
8953;201;163;66;Ecatepec;x
8954;116;35;78;Chimalhuacán;x
8955;194;201;167;Tlaylloltlacan;x
8956;147;140;89;Ayala;x
8957;170;89;109;Tesa'a;x
8958;62;143;128;Ixtlatl;x
8959;236;225;101;Tetzmollohcan;x
8960;136;28;151;Chololoa;x
8961;217;155;116;Cuetlaxcoapan;x
8962;120;82;55;Atlxallipan;x
8963;209;167;128;Tehuacán;x
8964;194;39;82;Chalchicomula;x
8965;35;205;66;Zácatl;x
8966;163;59;89;Zongozotla;x
8967;213;28;147;Cuauchinanco;x
8968;201;194;51;Vicente Guerrero;x
8969;159;51;255;Ptzacalli;x
8970;140;147;51;Calpollalpan;x
8971;116;143;136;Cuáhuitl;x
8972;217;55;97;La Unión;x
8973;201;178;31;Phoré Siranda;x
8974;28;205;66;Coyuca de Catalán;x
8975;194;85;159;Atlxochitltlan;x
8976;31;182;70;Tecutli;x
8977;194;78;248;Totolin;x
8978;205;55;62;Atoyac de Álvarez;x
8979;105;116;209;Tixtla de Guerrero;x
8980;124;82;55;Quechutl;x
8981;151;51;24;Coyuca de Benítez;x
8982;186;85;240;San Marcos;x
8983;101;51;39;Ayotltlan;x
8984;155;143;209;Acatl;x
8985;232;217;113;Kopalli;x
8986;217;55;47;Azoyú;x
8987;151;205;155;Ometepetl;x
8988;205;24;8;Tlacuatzin;x
8989;70;151;58;Cochotlapan;x
8990;178;78;124;Cerrotorcido;x
8991;66;101;159;Atlagua;x
8992;213;62;132;Atlpoyecca;x
8993;167;167;109;Cuamochitl;x
8994;132;97;113;Olinalá;x
8995;116;151;143;Ahuacuotzingo;x
8996;178;174;101;Apan o Apantli;x
8997;105;93;174;Teopanca;x
8998;182;62;105;Copalli;x
8999;89;178;78;Huitzilizo;x
9000;97;43;201;Cocoyan;x
9001;221;78;35;Tlachtli;x
9002;182;174;101;Apaxtli;x
9003;136;43;132;Arcelia;x
9004;205;201;194;Tlalchapa;x
9005;97;205;163;Cotzamálotl;x
9006;174;116;93;Yucu Dzaa;x
9007;201;78;113;Pochtl;x
9008;113;252;74;Poctlan;x
9009;136;35;109;Atoyac;x
9010;43;82;28;Miahuatl;x
9011;217;62;93;Yautepec;x
9012;147;190;74;Guisi'si Gui;x
9013;155;62;136;Juxtlahuaca;x
9014;82;132;205;Ndijiinu;x
9015;201;178;24;Nochiztli;x
9016;51;58;101;Silacayoapam;x
9017;182;89;70;Nuu dee;x
9018;12;66;51;Coatl;x
9019;232;43;136;Cuicatlán;x
9020;74;201;85;Etla;x
9021;97;51;51;Zimatlán;x
9022;205;194;198;Exotl;x
9023;128;120;167;Tlacolula;x
9024;198;178;97;Ixtlán;x
9025;62;55;24;Zoolaga;x
9026;97;113;201;Cosolapa;x
9027;113;31;0;Xolotepec;x
9028;167;116;101;Pánuco;x
9029;116;205;205;Tantuyik;x
9030;163;70;85;Tochtlipan;x
9031;221;205;62;Martínez de la Torre;x
9032;128;105;58;Misantla;x
9033;47;151;39;Naucampatepetl;x
9034;217;28;51;Emiliano Zapata;x
9035;194;97;89;Huatusco;x
9036;82;124;105;Ahuilizapan;x
9037;209;105;58;Tzontlicoliuhqui;x
9038;58;167;143;Cosamaloapan;x
9039;209;120;97;Tlapaquitan;x
9040;182;221;167;Santiago Tuxtla;x
9041;113;62;58;Cosoleacaque;x
9042;70;159;201;Acayucan;x
9043;101;58;163;Minatitlán;x
9044;143;105;74;Motozintla;x
9045;109;43;93;Tonalá;x
9046;89;167;82;Cintalapa;x
9047;109;51;20;Komitltlan;x
9048;209;209;190;Venustiano Carranza;x
9049;163;24;55;Jovel;x
9050;47;209;132;Copainalá;x
9051;182;16;151;Pichucalco;x
9052;120;217;58;Yajalón;x
9053;221;167;163;Palenque;x
9054;93;124;105;Nuevo Orizaba;x
9055;174;155;58;Ueimanco;x
9056;128;136;205;Ayahualco;x
9057;190;85;82;Comalli;x
9058;78;89;105;Cumuacán;x
9059;209;190;132;Nacajuca;x
9060;140;198;159;Tacotalpa;x
9061;190;78;51;Cintla;x
9062;70;105;217;Macuichpana;x
9063;209;132;8;Xonotla;x
9064;186;182;198;Chakmool;x
9065;140;82;55;Tanatsiic;x
9066;128;78;58;Palizada;x
9067;201;51;105;Chakán Putum;x
9068;70;190;151;Escárcega;x
9069;182;120;198;Candelaria;x
9070;116;190;128;Tenabo;x
9071;205;155;43;Hecelchakán;x
9072;124;70;97;Calkiní;x
9073;85;159;167;Hopelchén;x
9074;205;97;120;Opichén;x
9075;82;55;82;Progreso;x
9076;232;66;39;Homún;x
9077;170;209;97;Yaxcabá;x
9078;143;85;39;Saki;x
9079;159;159;58;Bakhalal;x
9080;120;85;132;Koch Wah;x
9081;89;201;62;Tulu'um;x
9082;194;58;78;Sian Ka'an;x
9083;225;136;113;Kùutsmil;x
9084;198;178;128;Kantunilkín;x
9085;89;85;24;Ixchel;x
9086;140;58;105;Takutu;x
9087;213;201;58;Mazaruni;x
9088;178;163;31;Kwakwani;x
9089;109;55;51;Demerara;x
9090;186;89;201;Mahaica;x
9091;124;221;132;Kumaka;x
9092;190;163;43;Waini;x
9093;128;124;70;Jendouba;x
9094;205;43;85;Béja;x
9095;163;174;39;Manouba;x
9096;132;93;113;Ben Arous;x
9097;198;55;66;Zaghouan;x
9098;97;217;120;Nabeul;x
9099;221;190;109;Monastir;x
9100;194;163;217;Mahdia;x
9101;221;151;24;Kasserine;x
9102;213;163;167;Siliana;x
9103;47;132;39;Sidi Bouzid;x
9104;198;97;51;Medenine;x
9105;43;31;78;Tozeur;x
9106;201;105;24;Kebili;x
9107;151;174;167;Tataouine;x
9108;193;124;105;Askim;x
9109;170;58;138;Fredrikstad;x
9110;101;170;47;Halden;x
9111;209;205;62;Sarpsborg;x
9112;163;89;109;Ski;x
9113;178;120;43;Lillestrøm;x
9114;143;62;201;Jessheim;x
9115;159;213;136;Hedmark;x
9116;198;66;70;Kongsvinger;x
9117;159;186;35;Elverum;x
9118;170;109;101;Gjøvik;x
9119;213;182;128;Lillehammer;x
9120;217;66;182;Vågå;x
9121;167;213;70;Skjåk;x
9122;244;14;90;Buskerud;x
9123;243;163;33;Hønefoss;x
9124;169;214;135;Prestfoss;x
9125;87;249;3;Nesbyen;x
9126;143;21;158;Trøym;x
9127;221;208;110;Rødberg;x
9128;213;223;189;Vestfold;x
9129;224;209;156;Kragerø;x
9130;42;153;183;Notodden;x
9131;52;212;51;Kviteseid;x
9132;172;79;162;Rjukan;x
9133;189;241;129;Treungen;x
9134;77;92;8;Åmot;x
9135;8;251;201;Rendalen;x
9136;218;171;83;Aust Agder;x
9137;86;202;41;Risør;x
9138;204;162;150;Grimstad;x
9139;246;13;183;Bygland;x
9140;29;250;122;Bykle;x
9141;232;36;24;Farsund;x
9142;123;67;108;Tingvatn;x
9143;36;155;64;Kvinesdal;x
9144;193;166;48;Egersund;x
9145;27;230;113;Hjelmeland;x
9146;194;73;52;Haugesund;x
9147;24;209;17;Odda;x
9148;250;42;53;Eidfjord;x
9149;123;104;64;Voss;x
9150;194;224;164;Kvam;x
9151;224;221;205;Høyanger;x
9152;191;132;182;Luster;x
9153;80;89;7;Gaular;x
9154;50;200;84;Gloppen;x
9155;146;40;134;Leikanger;x
9156;138;101;54;Ålesund;x
9157;105;27;108;Kristiansund;x
9158;61;167;43;Oppdal;x
9159;90;94;139;Melhus;x
9160;67;118;128;Renbygda;x
9161;197;150;220;Sistranda;x
9162;164;60;2;Lensvik;x
9163;60;204;101;Orkanger;x
9164;10;188;111;Mebonden;x
9165;121;27;193;Midtbygda;x
9166;193;76;254;Verdalsøra;x
9167;170;153;161;Årnset;x
9168;122;244;249;Roan;x
9169;202;97;102;Lauvsnes;x
9170;203;42;82;Malm;x
9171;215;1;207;Namdalseid;x
9172;140;244;198;Steinkjer;x
9173;142;138;248;Ranemsletta;x
9174;147;128;110;Rørvik;x
9175;215;246;177;Namsskogan;x
9176;128;22;171;Sandvika;x
9177;191;46;252;Røyrvik;x
9178;253;205;69;Brønnøysund;x
9179;200;159;44;Hattfjelldal;x
9180;63;168;50;Mosjøen;x
9181;244;92;146;Leland;x
9182;101;70;147;Korgen;x
9183;56;130;80;Mo i Rana;x
9184;174;101;215;Vågaholmen;x
9185;211;43;116;Inndyr;x
9186;113;172;70;Bodø;x
9187;88;159;188;Fauske;x
9188;238;37;16;Sørfold;x
9189;162;71;107;Kjøpsvik;x
9190;212;133;188;Narvik;x
9191;251;90;247;Lødingen;x
9192;198;76;143;Sortland;x
9193;218;121;173;Leknes;x
9194;136;71;110;Reine;x
9195;224;30;183;Borkenes;x
9196;162;53;75;Årstein;x
9197;30;255;46;Brøstadbotn;x
9198;227;58;20;Finnsnes;x
9199;253;40;246;Gryllefjord;x
9200;148;123;142;Setermoen;x
9201;197;41;125;Moen;x
9202;178;241;116;Storsteinnes;x
9203;90;227;155;Lyngseidet;x
9204;231;112;55;Hatteng;x
9205;3;105;87;Storslett;x
9206;84;207;37;Burfjord;x
9207;128;132;175;Hammerfest;x
9208;174;220;187;Alta;x
9209;44;179;127;Kautokeino;x
9210;154;84;241;Kvalsund;x
9211;244;13;101;Lakselv;x
9212;229;189;175;Karasjok;x
9213;152;245;31;Kjøllefjord;x
9214;95;44;203;Tana Bru;x
9215;239;7;34;Båtsfjord;x
9216;92;219;20;Kirkenes;x
9217;117;246;121;Kirklareli;x
9218;97;103;33;Tekirdag;x
9219;98;54;202;Üsküdar;x
9220;162;63;68;Sakarya;x
9221;193;81;72;Yalova;x
9222;186;196;132;Çanakkale;x
9223;198;89;85;Usak;x
9224;217;128;105;Isparta;x
9225;101;89;51;Gelibolu;x
9226;167;82;89;Düzce;x
9227;209;120;51;Zonguldak;x
9228;170;82;213;Karabük;x
9229;186;105;124;Bartin;x
9230;221;209;113;Ordu;x
9231;89;113;70;Bilecik;x
9232;205;147;143;Kirikkale;x
9233;213;128;47;Çorum;x
9234;174;58;70;Nevsehir;x
9235;116;190;101;Nigde;x
9236;213;140;170;Osmaniye;x
9237;78;158;143;Kilis;x
9238;136;124;58;Giresun;x
9239;109;47;97;Gümüshane;x
9240;198;74;31;Bayburt;x
9241;120;209;89;Tunceli;x
9242;140;82;101;Elazig;x
9243;213;170;178;Artvin;x
9244;113;51;66;Ardahan;x
9245;228;82;85;Igdir;x
9246;128;159;128;Bingöl;x
9247;58;198;109;Batman;x
9248;140;78;43;Siirt;x
9249;201;140;70;Hakkari;x
9250;155;58;74;Calang;x
9251;201;182;113;Pidie;x
9252;101;116;39;Meulaboh;x
9253;232;70;178;Suka Makmue;x
9254;109;113;132;Lhokseumawe;x
9255;201;89;35;Takengon;x
9256;194;225;8;Karang Baru;x
9257;167;128;35;Blangkejeren;x
9258;120;43;78;Blangpidie;x
9259;167;147;182;Kutacane;x
9260;201;120;116;Tapaktuan;x
9261;127;147;53;Binjai;x
9262;68;134;41;Tebing Tinggi;x
9263;175;60;62;Limapuluh;x
9264;199;40;184;Tanjungbalai;x
9265;228;138;107;Aek Kanopan;x
9266;225;209;206;Kota Pinang;x
9267;23;122;23;Sidikalang;x
9268;83;208;184;Salak;x
9269;197;47;53;Pangururan;x
9270;110;143;82;Dolok Sanggul;x
9271;141;120;115;Tarutung;x
9272;193;92;214;Padangsidempuan;x
9273;197;241;186;Gunung Tua;x
9274;216;83;220;Sibuhuan;x
9275;81;101;79;Panyabungan;x
9276;79;167;142;Bagansiapiapi;x
9277;248;208;50;Rokan Hulu;x
9278;187;170;227;Bengkalis;x
9279;151;156;75;Pulau Rupat;x
9280;189;128;94;Kepulauan Meranti;x
9281;134;204;31;Pekanbaru;x
9282;142;31;138;Kerinci;x
9283;126;243;188;Kuantan Singingi;x
9284;173;149;45;Rengat;x
9285;184;43;127;Sungai Penuh;x
9286;110;132;98;Bungo;x
9287;244;39;133;Merangin;x
9288;7;129;79;Tebo;x
9289;240;201;234;Sarolangun;x
9290;192;207;74;Tanjung Jabung;x
9291;174;123;95;Batang Hari;x
9292;93;162;47;Tanjung Jabung Timur;x
9293;203;222;70;Batam;x
9294;170;35;122;Karimun;x
9295;44;171;70;Anambas;x
9296;190;40;38;Natuna;x
9297;29;213;32;Pasaman Barat;x
9298;190;251;141;Pasaman;x
9299;153;21;24;Payakumbuh;x
9300;97;142;43;Padang Panjang;x
9301;100;14;181;Pesisir Selatan;x
9302;213;240;76;Solok;x
9303;122;176;157;Sijunjung;x
9304;81;111;172;Solok Selatan;x
9305;131;64;118;Dharmasraya;x
9306;164;173;8;Lebong;x
9307;149;168;51;Kepahiang;x
9308;4;219;108;Seluma;x
9309;208;156;83;Kaur;
9310;131;176;56;Enggano;
9311;139;43;212;Nias Selatan;
9312;193;36;166;Simeulue;
9313;228;133;11;Musi Rawas Utara;
9314;121;255;40;Lubuklinggau;
9315;207;197;192;Sekayu;
9316;209;116;255;Lahat;
9317;126;148;203;Prabumulih;
9318;197;222;117;Muara Dua;
9319;254;70;241;Baturaja;
9320;154;53;37;Kayuagung;
9321;119;123;140;Krui;
9322;126;106;26;Tanggamus;
9323;180;241;100;Pringsewu;
9324;191;5;36;Metro;
9325;120;98;130;Gunung Sugih;
9326;226;158;187;Way Kanan;
9327;114;154;17;Menggala;
9328;235;93;215;Mesuji;
9329;53;143;22;Bangka Barat;
9330;80;222;22;Bangka Tengah;
9331;173;228;8;Bangka Selatan;
9332;247;91;82;Belitung Timur;
9333;116;163;116;Sambas;
9334;190;82;35;Singkawang;
9335;43;159;43;Landak;
9336;213;35;31;Kubu Raya;
9337;174;194;82;Sanggau;
9338;163;113;101;Sekadau;
9339;228;217;35;Melawi;
9340;167;124;62;Sintang;
9341;182;143;70;Lamandau;
9342;66;16;89;Pangkalan Bun;
9343;209;147;163;Seruyan;
9344;109;186;43;Katingan;
9345;47;113;105;Gunung Mas;
9346;74;124;140;Kapuas;
9347;178;190;116;Buntok;
9348;209;101;82;Tamiang Layang;
9349;194;47;55;Muara Teweh;
9350;232;128;35;Murung Raya;
9351;201;109;74;Banjarbaru;
9352;147;178;97;Tanah Laut;
9353;186;51;132;Tanah Bumbu;
9354;109;198;58;Kotabaru;
9355;128;74;35;Kandangan;
9356;236;205;39;Balangan;
9357;205;89;85;Tabalong;
9358;151;105;43;Paser;
9359;221;163;178;Sendawar;
9360;178;225;124;Mahakam Ulu;
9361;143;124;39;Sangatta;
9362;221;209;51;Malinau;
9363;178;66;8;Nunukan;
9364;139;199;75;Tangerang;
9365;200;201;215;Pandeglang;
